RTT histogram:
26.039549 1
26.257409 15
26.475268 54
26.693126 29
26.910985 10
27.128844 8
27.346703 3
27.564562 16
27.782421 9
28.000280 1
28.218139 3
28.435998 1
28.653857 0
28.871716 0
29.089575 0
29.307434 0
29.525293 0
29.743152 0
29.961011 0
30.178870 0
