16 1.19951 1.18305
24 1.81358 1.80392
32 2.40579 2.36786
48 3.62852 3.59164
64 4.79091 4.77571
96 7.12099 7.09746
128 9.58675 9.55787
192 14.3629 14.2779
256 19.1132 19.0314
384 28.7023 28.4085
512 38.2754 38.0053
768 56.8673 55.8273
1024 73.7378 72.7459
1536 107.139 106.319
2048 138.876 137.28
3072 204.957 202.729
4096 269.605 265.506
6144 384.967 375.714
8192 497.656 483.762
12288 693.194 676.402
16384 861.87 837.256
24576 1143.14 1099.62
32768 1371.74 1328.39
